# docs/commit-map.tsv — the public history's commit map (P33 C7). Generated by tools/public_rewrite/build_commit_map.py; never edit.
# Before the public flip the history was rewritten (ROM-derived paths purged, personal addresses mapped, old commit hashes
# in every historical doc replaced by the inert token commit:NNNN). NNNN is the ordinal of the commit on main in the ORIGINAL
# order (1 = the first commit); this table maps it to the rewritten commit. A row of 40 zeros is the one commit that touched
# only purged paths and was pruned. Documents at the tip cite the new hashes directly (tools/public_rewrite/resolve_tokens.py).
ordinal	new_hash	author_date	committer_date	subject
1206	bd3c207088019c3287965d409ddf76a8cfe25dfb	2026-07-30T13:13:40-06:00	2026-07-30T13:13:40-06:00	docs(phase-29): SESSION-25 final checkpoint v7 — 2,575 banked, all 3 byte-identical stragglers closed
1207	ceae8bb4cdd48bd217f05969ae1850b0f0bf9046	2026-07-30T13:44:22-06:00	2026-07-30T13:44:22-06:00	feat(phase-29): T97 — func_80151944 138/138; the "three-edit job" was ONE edit
1208	7460a80d6fcb268bca1910f18056e5e5e49abc70	2026-07-30T13:44:58-06:00	2026-07-30T13:44:58-06:00	docs(phase-29): SESSION-25 final checkpoint v8 — 2,713 banked, 92.00% fn-count, every named blocker closed
1209	4115279990a2e7a70609148e07ff72cf13c76fb6	2026-07-30T14:22:23-06:00	2026-07-30T14:22:23-06:00	docs(phase-29): T98 — residue characterised: 29 all-STRUCT (refused by design) + 51 gate-failing families
1210	0e5d6495680d1a0fac924125f8733804e589cbe3	2026-07-30T14:22:56-06:00	2026-07-30T14:22:56-06:00	docs(phase-29): SESSION-25 final checkpoint v9 — residue characterised, ROI decision surfaced
1211	f382a8180ad7f91fafa794047400f6208f335c06	2026-07-30T16:01:10-06:00	2026-07-30T16:01:10-06:00	docs(phase-29): T99/Task-7 — burn-down derived from digest history; ROI close recommended; frontier → roadmap v2
1212	8c7395027064c7eff79852ec8d49395c1b1d0253	2026-07-30T16:06:08-06:00	2026-07-30T16:06:08-06:00	docs(phase-29): roadmap-to-100 v2 — the owed re-baseline; P30-P33 rechartered on 2026-07-30 measured reality
1213	0acd4cc5d4abbe00e959defcee597dbeee6f90c0	2026-07-30T16:14:22-06:00	2026-07-30T16:14:22-06:00	(Phase 29 landed as 552 commits commit:0661..commit:1212 + this PhaseEnd. Fleet 68.9 -> 87.5% instr / 49.5 -> 78.0% distinct / 83.94 -> 92.00% fn-count; 140/140 byte-identical throughout; 0 NON_MATCHING. The granular trail -> logs/Phase29.md.)
1214	b5a28edae83fc3d96a17db26f089a82f842b8fdf	2026-07-30T16:31:01-06:00	2026-07-30T16:31:01-06:00	feat(phase-30): T0a — gate_stage stage-0 raw gate + fix_arity_callers per-edit journal undo (§122)
1215	53b30962ee0878ee1e64001f2c8935c480fae1c1	2026-07-30T16:32:37-06:00	2026-07-30T16:32:37-06:00	feat(phase-30): T0b — rtu_match FAIL verdicts surface the real cc1 error (filtered, first-15) instead of a warning tail
1216	de7b347f6f94d1b33ce461d8d2364793ac615153	2026-07-30T16:35:59-06:00	2026-07-30T16:35:59-06:00	feat(phase-30): T0c — the family_hseq/progress 'gap' was a cross-date+scope misread; digests now self-stamp (scope+HEAD+oracle)
1217	e03494dc1f9cb59cf1a6eea4e7223df3ccb6a212	2026-07-30T16:39:05-06:00	2026-07-30T16:39:05-06:00	feat(phase-30): T0d — backlog _open_stubs derives from corpus.stubs (STUB_RE deleted, R33); ledger verified already-clean
1218	407ff8f85cbaf665688a7797d3a5ab831e1ffd1b	2026-07-30T16:42:03-06:00	2026-07-30T16:42:03-06:00	fix(phase-30): T0e-1 — the 21-file absolute-include portability defect: /home/musashi paths -> ../shared/ relative (R22 140/140)
1219	93d2851ab2162591cfd6f3540cc58fb7dafd1f47	2026-07-30T16:45:09-06:00	2026-07-30T16:45:09-06:00	feat(phase-30): T0e2+T0f — autopsy refreshed (108 stranded MATCHes); frontier regenerated; the three populations PINNED (docs/frontier-p30.md)
1220	19766a6dc39c2730b394e64664b5b8200b1ba5b5	2026-07-30T16:49:08-06:00	2026-07-30T16:49:08-06:00	feat(phase-30): T0.5 — prefetch_fleet.py, the fleet Ghidra-C batch orchestrator (+ SETUP row, R21; fuel manifest ride-along)
1221	bd76f2373cd4718adebaa3d29cf66073c6570d3d	2026-07-30T16:52:05-06:00	2026-07-30T16:52:05-06:00	fix(phase-30): T0.5 — import trigger matches Ghidra's actual 'not found' phrase (probe caught +0/371 silent no-fire); probe findings logged
1222	e02fd383587bf180bd00a375492221726cf942af	2026-07-30T17:01:53-06:00	2026-07-30T17:01:53-06:00	feat(phase-30): T0.5 — DefineFunctions completion pass wired into the batch (define missing stubs from splat truth, re-decompile)
1223	fe8095a24d88fb0a16055ebdb0cad458d82f0cfc	2026-07-30T17:05:50-06:00	2026-07-30T17:05:50-06:00	feat(phase-30): T2 — rollout_o0.py (generalized o0b driver) + x1 probe verdict: append route REFUTED for the remaining cluster (R14 correction)
1224	41a19efc001971d1da1be14d396dedadfb230e49	2026-07-30T17:09:06-06:00	2026-07-30T17:09:06-06:00	docs(phase-30): T2 finding 2 (fleet is jr-carved; -O0 range inside _jr_80135D20 — carve-within-a-carve arc scoped) + in-flight session checkpoint
1225	cb0d3c185be428f4f2d98dd4c158fbe7a8f76c25	2026-07-30T17:10:09-06:00	2026-07-30T17:10:09-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1226	b4b298278ed87de56e89783847e4b6cfcb176740	2026-07-30T17:12:31-06:00	2026-07-30T17:12:31-06:00	feat(decomp): t6-recover gate — +2 fns x0 propagated (fleet None%)
1227	ab467e21966b174b9ace443f4f3fda0e8a223aca	2026-07-30T17:15:24-06:00	2026-07-30T17:15:24-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1228	a74e21631dd27a63975f2534fde0f4086d6451b0	2026-07-30T17:16:21-06:00	2026-07-30T17:16:21-06:00	feat(decomp): t6-recover gate — +2 fns x0 propagated (fleet None%)
1229	e277701267ddd886ed85d59824d77d7bf189ab8a	2026-07-30T17:20:17-06:00	2026-07-30T17:20:17-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1230	9398f3b5cfbb5da0ece41d5da1dc51da475e9ac1	2026-07-30T17:21:47-06:00	2026-07-30T17:21:47-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1231	11da706745b97f7d9331efa14bbf7079b719612f	2026-07-30T17:22:36-06:00	2026-07-30T17:22:36-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1232	9713f1ede0bd6abca8774c0ece6c812a0532cc7f	2026-07-30T17:23:54-06:00	2026-07-30T17:23:54-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1233	6e9cd5e4496b5f624c06a9ac00747ce669338a03	2026-07-30T17:24:43-06:00	2026-07-30T17:24:43-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1234	d750cef221f14ae70f9deb30d76b31d8b663b984	2026-07-30T17:25:31-06:00	2026-07-30T17:25:31-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1235	fb6e5266ba44d3750d6c3ff24bc9c21fb9e81051	2026-07-30T17:26:18-06:00	2026-07-30T17:26:18-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1236	ec19886be478d62bb89d4b9654c44a7edb248e66	2026-07-30T17:28:08-06:00	2026-07-30T17:28:08-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1237	1754aa7e55d2df4f6eee5d57ebbd29b8fa80bb57	2026-07-30T17:29:57-06:00	2026-07-30T17:29:57-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1238	03359b85b7c1d26d5767bde8466666995114fa27	2026-07-30T17:30:47-06:00	2026-07-30T17:30:47-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1239	52b37da1895a5366ecae86c1a18d3d5b0c0b134a	2026-07-30T17:33:05-06:00	2026-07-30T17:33:05-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1240	2bfb8d4f5228d7221e0f34dadafa7f350f2cd9cf	2026-07-30T17:36:03-06:00	2026-07-30T17:36:03-06:00	feat(decomp): t6-recover gate — +1 fns x0 propagated (fleet None%)
1241	fa1f6d0bf21f772983960df9eb99c5fe6118da7d	2026-07-30T17:44:17-06:00	2026-07-30T17:44:17-06:00	docs(phase-30): T1a close-out — +18 banked (+12 unique), R22 140/140, stored-draft question CLOSED (report point #2)
1242	ce38cfbcda57ced9045fa1a3690b56b646553e38	2026-07-30T17:45:03-06:00	2026-07-30T17:45:03-06:00	fix(phase-30): T3 pre-work — gate_stage commit stages NEW jr-carve files + overlays.mk + the binary's yaml (T1a found the -u gap); bounded failed-prep hazard documented
1243	71133942e40a92861c3f8a9e4a834452275fd21c	2026-07-30T19:22:25-06:00	2026-07-30T19:22:25-06:00	fix(phase-30): T3 — gate_stage propagation timeout scales with bank count AND is caught (wave-1 incident: 3600s x8 banks killed the driver mid-fleet-write, 124/140, reverted clean)
1244	159317d3fe21e0c6d92acb8a1cbcb4f0087b43fb	2026-07-30T19:57:54-06:00	2026-07-30T19:57:54-06:00	feat(phase-30): T3 wave-1 — 8 cores banked + 4 propagated fleet-wide; R22 140/140 (fn-count 92.00 -> 92.16%)
1245	5d4167bb3c72742b004515b6d1a17bc5237cbeed	2026-07-30T20:07:41-06:00	2026-07-30T20:07:41-06:00	feat(phase-30): T3 wave-1 h_seq sweep — 548 members banked across 4 families; R22 140/140 (fn-count 92.16 -> 92.32%, distinct 78.0 -> 78.3%)
1246	4570a5854b4f579da8aa9a4af1bc9e164f4756ee	2026-07-30T20:12:07-06:00	2026-07-30T20:12:07-06:00	feat(phase-30): cookbook-index — a SYMPTOM-keyed index (226 sections, derived + coverage-asserted, in tools-health)
1247	4d5bee0be88d3aaca477ee03f5038f3e541a2f30	2026-07-30T20:17:15-06:00	2026-07-30T20:17:15-06:00	fix(phase-30): T4 — 2 'Phase-22 grinder bugs' verified STALE (already fixed); real fixes: asm_subdir_for derives from corpus (R33), --fix-def-sig help carries the §119 warning
1248	c14f15a09f407c80d58ce5554880f008d7bae3fc	2026-07-30T20:45:02-06:00	2026-07-30T20:45:02-06:00	fix(phase-30): cookbook-index — 226 -> 324 sections (the unnumbered idiom headers) + curated symptom hints from wave-2 agent feedback
1249	cd5ee4609491d7f90cc609f1614f01b3133698c7	2026-07-30T21:03:11-06:00	2026-07-30T21:03:11-06:00	docs(phase-30): behemoth wave — 7/10 CONFIRMED byte-matches at 700-970 ins (0 disputed); 3 NEAR incl. a 969-ins fn at closeness 2
1250	ed2b0f8c2a5dbb4a61a18e76f66f253f9d08213b	2026-07-30T21:28:00-06:00	2026-07-30T21:28:00-06:00	fix(phase-30): gate_stage CLI exposes --verified-out/--failed-out, defaulting PER-BINARY (parallel-gate safety)
1251	f3ec6ef588ccf48871bb3de3c217d85b98a605d4	2026-07-30T22:00:32-06:00	2026-07-30T22:00:32-06:00	fix(phase-30): treelock.sh — an flock MUTEX for tree-writing campaigns (incident 2: a poll is not a mutex)
1252	471314da5470b21e5d84ec4daf8a630ef58e7c99	2026-07-30T22:22:35-06:00	2026-07-30T22:22:35-06:00	feat(phase-30): T3 waves 2+3 + 4 behemoths — 52 cores banked, 911 members propagated; R22 140/140
1253	6a20b3db48920261fc03a9e35e74bf4dab0d217b	2026-07-30T22:22:56-06:00	2026-07-30T22:22:56-06:00	docs(phase-30): redo results + R14 correction (the per-binary 'cliff' was a corruption artifact)
1254	c0407e7a86bf6c9fd405c733a67f63b219df3ad9	2026-07-30T22:37:58-06:00	2026-07-30T22:37:58-06:00	docs(phase-30): T0.5 COMPLETE — fleet prefetch 124/124 programs, 7,716 files; 95.2% of crack-needing families + 100% of main/resident now seeded
1255	6a5edf53ad749cf7fbde5231a67ec04daede6879	2026-07-30T23:05:04-06:00	2026-07-30T23:05:04-06:00	docs(phase-30): SESSION-26 checkpoint — wave-4 58/70 returned (all MATCH), 12 unfinished scheduled for resume at 00:49
1256	29cd4d4c3976a711e9abbb4d72db02f17a57192c	2026-07-31T00:49:40-06:00	2026-07-31T00:49:40-06:00	feat(phase-30): T3 wave-4 — 60/68 drafts banked across 14 binaries (parallel gate); R22 140/140
1257	d79d8f235630769287e1774373bfc2b92d406360	2026-07-31T01:12:02-06:00	2026-07-31T01:12:02-06:00	feat(phase-30): cookbook-index — 9 curated symptom lines from wave-4 agent feedback (10/10 MATCH, 9/10 index hits)
1258	0130fb340a25be788e3acc6e9cfe1a596c848e01	2026-07-31T07:25:47-06:00	2026-07-31T07:25:47-06:00	feat(phase-30): wave-4 resumed 10/10 MATCH banked + h_exact leg (14 propagated); R22 140/140
1259	703b8e686350e069e509c4cf2ce7b8af57eae24e	2026-07-31T07:26:43-06:00	2026-07-31T07:26:43-06:00	docs(phase-30): SESSION-27 checkpoint — fleet 92.67/88.3/78.7, R22 140/140, nothing running, resume list ordered
1260	e99c823cb436f4268c8ec5841b45a835517444b6	2026-07-31T07:47:47-06:00	2026-07-31T07:47:47-06:00	fix(phase-30): extract_unit was blind to the asm-label ALIAS definition form (the 137 "no matched unit")
1261	9a30466de4626424a4257aa5cf45075ff010f737	2026-07-31T07:52:37-06:00	2026-07-31T07:52:37-06:00	feat(phase-30): the "137 no matched unit" family banked 137/137 (func_8016191C x137)
1262	a293eeeb6a914415d21f8835a6d956a889eef693	2026-07-31T07:56:22-06:00	2026-07-31T07:56:22-06:00	docs(phase-30): SESSION-28 checkpoint + cookbook §124/§124a (the asm-label alias blind spot)
1263	8451f349c0263d3a61894260a21754fdcc30279d	2026-07-31T08:03:08-06:00	2026-07-31T08:03:08-06:00	feat(phase-30): jr behemoth func_80181CDC (769 ins) banked via the SS81 carve chain; 2 byte-refused
1264	c95b61063fb1a2c12f913805743183c364099e1f	2026-07-31T08:08:45-06:00	2026-07-31T08:08:45-06:00	docs(phase-30): SS125 split the CARVE from the BODY; 3 jr residues ledgered by STAGE
1265	8d4f2a38cba2ea6aa738e4cdff7cb5187e477e96	2026-07-31T08:20:29-06:00	2026-07-31T08:20:29-06:00	fix(phase-30): RETRACT 2 of 3 jr wall verdicts — SS125 rewritten; my measurement was the defect
1266	45d26cc413447b7d4e3ab37660a2aa3e3b5caedb	2026-07-31T08:36:42-06:00	2026-07-31T08:36:42-06:00	feat(phase-30): T2 carve-within-a-carve PROVEN end-to-end; Arm-A does not bite; 3 -O0 fns banked
1267	d2b48b7680b46e3301dcad664d724ce6d3ee60f4	2026-07-31T08:41:54-06:00	2026-07-31T08:41:54-06:00	feat(phase-30): tools/o0_subsplit.py — the T2 carve-within-a-carve driver; +3 banked in ov_SC03_015
1268	803d73bb97b302c349578de34f83ed9bb96017ca	2026-07-31T08:44:31-06:00	2026-07-31T08:44:31-06:00	docs(phase-30): SESSION-28 checkpoint — T2 proven + tooled; fleet 92.71/88.3/78.7, R22 140/140
1269	ae42d261c315d556eb8b0a2657e6b4471c629d0c	2026-07-31T08:45:15-06:00	2026-07-31T08:45:15-06:00	docs(phase-30): checklist reconciled with reality — T0.5 ticked, T2 marked part-done with its deviation
1270	b297c781933d31f7016eb8485e9d6fe0f6e5cb69	2026-07-31T10:13:44-06:00	2026-07-31T10:13:44-06:00	feat(phase-30): T2 sweep — the -O0 cluster ROUTED fleet-wide (135 overlays, 2,200 stubs), R22 140/140
1271	bbd51be24af57eef54c8b14b861ba38895c790b8	2026-07-31T10:14:30-06:00	2026-07-31T10:14:30-06:00	docs(phase-30): SS126a — a bare `except` around a coverage oracle re-creates the silent skip
1272	88aaa7d59f99b9bcbbbaddf305c646b668965709	2026-07-31T10:14:58-06:00	2026-07-31T10:14:58-06:00	docs(phase-30): T2 marked COMPLETE — route proven, tooled, swept fleet-wide (report point #3)
1273	b5362c7b7ffcd1e1e31c5e4ca32bf6e24110f6f9	2026-07-31T11:00:42-06:00	2026-07-31T11:00:42-06:00	feat(phase-30): the -O0 cluster HARVEST — 1,364 banks for ZERO agent tokens; fleet 92.71->93.09% fn / 88.3->88.6% instr / 78.7->79.3% distinct
1274	4ae54004f33f79f14815e8987c0a40e3ddf44c5c	2026-07-31T11:01:00-06:00	2026-07-31T11:01:00-06:00	docs(phase-30): SESSION-28 checkpoint — the -O0 harvest (1,364 banks, 0 agent tokens); fleet 93.09/88.6/79.3, R22 140/140
1275	5d1e2ac36fb45f0fd0b11465af97ac256296cb1b	2026-07-31T11:20:10-06:00	2026-07-31T11:20:10-06:00	feat(phase-30): jr cluster family func_8013C0F8 swept 137/137 (154 ins x137), R22 140/140
1276	e1b0cd9acd9feab95bc5c12b9f2265ee2cb7809c	2026-07-31T11:36:31-06:00	2026-07-31T11:36:31-06:00	feat(phase-30): jr cluster family func_8013C414 swept 137/137 (329 ins x137), R22 140/140
1277	f87810a3be4fdab2e57e671f8fedb6dda1e92721	2026-07-31T11:38:40-06:00	2026-07-31T11:38:40-06:00	docs(phase-30): SESSION-28 checkpoint — cluster harvest complete (1,638 banks, 0 agent tokens); fleet 93.17/89.1/80.4, distinct crosses 80%
1278	e91a6deb3278148cd633aaea107c7587c06badea	2026-07-31T11:38:47-06:00	2026-07-31T11:38:47-06:00	docs(phase-30): regenerate progress.fleet.md digest (93.17/89.1/80.4)
1279	feb32ed23e607a973b8d95498f40e5f1a3547ad1	2026-07-31T12:26:03-06:00	2026-07-31T12:26:03-06:00	feat(phase-30): T4 — grinder ILS warm-restart wired in; SS119 posture audited + a stale doc hazard struck
1280	19fa20430589f826cd9d420faeb58baf403d95ae	2026-07-31T12:26:30-06:00	2026-07-31T12:26:30-06:00	docs(phase-30): T4 ticked — posture audit + grinder ILS wiring (yield unproven, flagged)
1281	74d7f93c8ac0c6580f403b0ec882d709ab58d624	2026-07-31T14:02:55-06:00	2026-07-31T14:02:55-06:00	feat(phase-30): T3 -O0 crack wave — 15 drafted / 15 rtu-confirmed / 12 BANKED, R22 140/140
1282	a98d138c731ba5d111fb62a3587f6a34b82edf36	2026-07-31T14:05:56-06:00	2026-07-31T14:05:56-06:00	docs(phase-30): SS127 the -O0 idiom set + SESSION-28 wave checkpoint (honest ROI)
1283	d2c2d2de5843fe15dd7a51c23f05ae5c483d18a7	2026-07-31T14:06:10-06:00	2026-07-31T14:06:10-06:00	docs(phase-30): regenerate backlog digest
1284	05f6293067556ac670f453c6a70a70109e8bc4f3	2026-07-31T14:18:11-06:00	2026-07-31T14:18:11-06:00	fix(phase-30): 137 tracked C sources held a raw NUL that made grep SILENTLY SKIP them
1285	2ab945035a6657899f503a1017edcf23a4ed8661	2026-07-31T14:18:47-06:00	2026-07-31T14:18:47-06:00	docs(phase-30): SS128/SS128a — a raw NUL makes grep silently skip a C source (137 files); negative controls use scratch copies
1286	197004fb5be4535ec1dd8626323c1660795d102f	2026-07-31T14:34:40-06:00	2026-07-31T14:34:40-06:00	feat(phase-30): func_8013C08C 0/137 -> 137/137 — the type-carry failure was a MULTI-LINE typedef at file scope
1287	fc08b12df64ae21691e1a7f5dccb0484d50ceb0d	2026-07-31T14:37:47-06:00	2026-07-31T14:37:47-06:00	chore(phase-30): jtbl carve for func_8013BD74 in ov_SC01_077 (byte-neutral, R22 140/140)
1288	f5af36c9554fe763c429b6dc1ec5ad2ae01b3d8d	2026-07-31T14:40:36-06:00	2026-07-31T14:40:36-06:00	Revert "chore(phase-30): jtbl carve for func_8013BD74 in ov_SC01_077 (byte-neutral, R22 140/140)"
1289	7281e0af5722df891ec9fb4578bdf21fd0cc384f	2026-07-31T14:45:28-06:00	2026-07-31T14:45:28-06:00	docs(phase-30): SS129 (two jr traps) + checkpoint — 1 of 3 reach-138 targets banked, 2 ledgered
1290	8d40d55c7a3bfef17372652496db652a49ee6ef8	2026-07-31T18:47:00-06:00	2026-07-31T18:47:00-06:00	docs(phase-30): SS130 — an INCREMENTAL build reported BYTE-IDENTICAL for a change the CLEAN build cannot LINK
1291	6f6dc6db58f99e5ab2d607ebba79d25cbc3f9840	2026-07-31T18:51:22-06:00	2026-07-31T18:51:22-06:00	feat(phase-30): 0x8013BC7C 133/133 — the sweep residue was TWO declaration-environment blockers
1292	20e970a928ab772a98a07b1c3f9cf35fc1fb3ba7	2026-07-31T18:54:30-06:00	2026-07-31T18:54:30-06:00	docs(phase-30): SESSION-28 CHECKPOINT — fresh-session handoff for T1/T3, Max prompt for #9
1293	0958120006c46eebd2588955d76c5fd48f4eb1f6	2026-07-31T20:02:55-06:00	2026-07-31T20:02:55-06:00	fix(phase-30): jtbl_carve OVER-SPAN clamp — the one real instrument failure, root-caused and fixed; behemoth func_80191C50 (710 ins) banked
1294	b58fd820686dd7907d3ed26a2fd4bcb754de3a3e	2026-07-31T20:05:44-06:00	2026-07-31T20:05:44-06:00	docs(phase-30): SS131 the jtbl OVER-SPAN + checkpoint — #9 SOLVED, JTBL-CARVE-BREAKS-BYTES retired
1295	b9efe66f914b28919e91244778d9881ebfb6e98b	2026-07-31T23:35:14-06:00	2026-07-31T23:35:14-06:00	fix(phase-30): the JR-PAIR "wall" was TWO instrument defects — pair banked, class retired
1296	b9a68b51f9dc746085c0f3ad579de36f6ea99811	2026-07-31T23:39:38-06:00	2026-07-31T23:39:38-06:00	fix(phase-30): §100 draft-local types for func_8013BD74 — a file-scope typedef is an exemplar-only bank
1297	8cd0c50f6de20829bc2c1473700d1b489f3c435c	2026-07-31T23:40:18-06:00	2026-07-31T23:40:18-06:00	feat(phase-30): func_8013BD74 ×1 (ov_SC01_000) — the 1-sibling sweep probe banks
1298	5ea269af84a113c79207294ffb661562f1961bfd	2026-07-31T23:55:22-06:00	2026-07-31T23:55:22-06:00	feat(phase-30): func_8013BD74 sibling sweep — jtbl_family_bank ×N (see log)
1299	bfabf0906dbd44ca714fc05813f12df1f2ac064f	2026-08-01T00:08:50-06:00	2026-08-01T00:08:50-06:00	feat(phase-30): func_8013B83C sibling sweep — jtbl_family_bank ×N (see log)
1300	bd92809da6bc0e0d6c471d8abd156afe7b117dcb	2026-08-01T00:11:14-06:00	2026-08-01T00:11:14-06:00	feat(phase-30): func_8013BD74 ov_SC07_010 — the --like over-transfer guard unblocks the last sibling
1301	73570a5089013de1aed0f1d794c3c1335224ab46	2026-08-01T00:11:35-06:00	2026-08-01T00:11:35-06:00	feat(phase-30): func_8013B83C ov_SC07_010 + the --like over-transfer guard (§132a)
1302	fc307418a51f07236f7525328e1a867d920dcaf9	2026-08-01T00:15:15-06:00	2026-08-01T00:15:15-06:00	docs(phase-30): the jr-pair sweep landed 137/137 ×2 — §132a --like over-transfer + fleet 89.6% instr
1303	34c667cc26e75796173afc140942e0e6f0238ad5	2026-08-01T00:24:32-06:00	2026-08-01T00:24:32-06:00	docs(phase-30): T5 pre-close — P7 checkbox walk (T1/T3 closed with measured verdicts) + fresh frontier
1304	5316c8aa7a537d064beee5c3776f314608798e8a	2026-08-01T00:25:18-06:00	2026-08-01T00:25:18-06:00	docs(phase-30): SESSION-29 CHECKPOINT — at gate 2, awaiting Drew's milestone branch decision
1305	e64b3cbe41ec4c29aac8423c48b6f061e3947f51	2026-08-01T08:20:41-06:00	2026-08-01T08:20:41-06:00	docs(phase-30): T6 approved — P30 stays open; the measured-frontier continuation (S1-S5)
1306	10dc6d3635c2b178de691425787441cda65abe1e	2026-08-01T08:26:30-06:00	2026-08-01T08:26:30-06:00	feat(phase-30 S1): --span-rel unblocks the zero-crack head; func_8014032C ×1 probe banks (§132b)
1307	7c5d308c499097d317b1e1c2396adfd6b871ae41	2026-08-01T08:42:12-06:00	2026-08-01T08:42:12-06:00	feat(phase-30 S1): func_8014032C sibling sweep — 183 ins x137 (see log)
1308	b96352e9ecde68866400ed3448edeb0434a0c337	2026-08-01T08:45:39-06:00	2026-08-01T08:45:39-06:00	feat(phase-30 S1): func_8014032C retry without --span-rel — the spans that hold only the NEW tables
1309	bdb0b0f60a28e0c7bdbc3fe6a30118da769f24bd	2026-08-01T08:50:12-06:00	2026-08-01T08:50:12-06:00	docs(phase-30 S1): digests after func_8014032C x137 — fleet 89.8% instr / 82.0% distinct (R22 140/140)
1310	da5090ee03fc84ed3e6d56247ec621c19580466a	2026-08-01T08:51:48-06:00	2026-08-01T08:51:48-06:00	feat(phase-30 S1): func_8017BEBC zero-crack sweep (952 ins)
1311	79b896caacd01dc349c3b0f4dd1e8688dcc387b9	2026-08-01T08:54:07-06:00	2026-08-01T08:54:07-06:00	feat(phase-30 S1): func_8015A3C8 zero-crack sweep (493 ins)
1312	8f837f619658493a0758ff6b23da196b4c104377	2026-08-01T08:54:33-06:00	2026-08-01T08:54:33-06:00	feat(phase-30 S1): func_8015AE2C zero-crack sweep (562 ins)
1313	91973fb2f7b0e3125fec20825fb70510e5ecab3f	2026-08-01T08:55:01-06:00	2026-08-01T08:55:01-06:00	feat(phase-30 S1): func_8017A4AC zero-crack sweep (536 ins)
1314	c373e5a2dd66423ddde98a661ee5a03552d78966	2026-08-01T08:56:08-06:00	2026-08-01T08:56:08-06:00	feat(phase-30 S1): func_8013FFD8 zero-crack sweep (213 ins)
1315	e845a3ab48f6a3fb070db7d572bcc51353d8b302	2026-08-01T08:58:30-06:00	2026-08-01T08:58:30-06:00	feat(phase-30 S1): func_8015444C zero-crack sweep (363 ins)
1316	0367bde898ef5296173ca83fb3465d3a96493152	2026-08-01T09:00:17-06:00	2026-08-01T09:00:17-06:00	feat(phase-30 S1): func_80159C84 zero-crack sweep (337 ins)
1317	3ffd9e5419d907ce3866b2b57a4cd1433f4824b3	2026-08-01T09:06:50-06:00	2026-08-01T09:06:50-06:00	feat(phase-30 S1): func_8017AE2C zero-crack sweep (174 ins)
1318	98775dd1d5464c764434f6d3744f50c441b2084f	2026-08-01T09:06:58-06:00	2026-08-01T09:06:58-06:00	feat(phase-30 S1): func_80135260 zero-crack sweep (136 ins)
1319	6123d9e200d6ffe60cd82397641f1ede596e8d99	2026-08-01T09:10:20-06:00	2026-08-01T09:10:20-06:00	feat(phase-26): h_seq family sweep — 3 member-matches banked via remap_hseq
1320	56210fdadd734ef6ba9a4700c2c21c19678c1e21	2026-08-01T09:14:46-06:00	2026-08-01T09:14:46-06:00	feat(phase-30 S1): zero-crack tier — 186 members banked; fleet crosses 90% instr
1321	d05274039d0f629cf34cf1b53df6a091c54e0969	2026-08-01T09:16:42-06:00	2026-08-01T09:16:42-06:00	feat(phase-30 S2): func_8016EC0C banked in ov_SC01_077 — the void-return delay-slot idiom
1322	8cd0bd3db97c27a78d7fdd10042ce2664ef2466f	2026-08-01T09:21:39-06:00	2026-08-01T09:21:39-06:00	fix(phase-30 S2): §100 draft-local type for func_8016EC0C — the second exemplar-only bank today
1323	9d2e4171cfd611e1f923ce883d7730a2d59bd49f	2026-08-01T09:26:41-06:00	2026-08-01T09:26:41-06:00	feat(phase-30 S2): func_8016EC0C sibling sweep — 88 ins x137 (void-flip edit + h_seq remap)
1324	4a23c82a33c15cac61595a11ab3b35c8d7ab26f5	2026-08-01T09:43:30-06:00	2026-08-01T09:43:30-06:00	feat(phase-30 S2): func_8016EC0C x138 complete — 137/137 siblings, fleet 90.1% instr (R22 140/140)
1325	d9586392a6f9edf77fdf31d8a42c0ca2520253e9	2026-08-01T09:46:22-06:00	2026-08-01T09:46:22-06:00	feat(phase-30 S3): func_801754A8 banked (37 ins x138 head) — plain gate
1326	4d3d8e5e017be49fc61e0dc78c26fdaebb58547e	2026-08-01T09:50:21-06:00	2026-08-01T09:50:38-06:00	docs(phase-30 S3): the stored-draft pass measured — 77% of drafts have DECAYED
1327	cb5d02d9d9e366bb6d00fd3bea83b2c7eb062258	2026-08-01T10:34:09-06:00	2026-08-01T10:34:09-06:00	feat(phase-30 UC): wave-1 first 5 banked x138 heads (24,702 templatable ins)
